accession	record_id	tier
PRJNA874351	MMC2-05098	4
PRJNA903172	MMC2-05164	4
PRJNA936479	MMC2-05245	4
PRJNA962835	MMC2-00624	4
SRA056280	MMC2-02277	4
SRA058505	MMC2-02356	4
SRA063171	MMC2-02273	4
SRA31178251	MMC2-00090	4
SRP070783	MMC2-00652	4
SRP51710	MMC2-00044	4
SRR4414138	MMC2-12993	4
SRR4414182	MMC2-12993	4
SRS1054294	MMC2-02274	4
